,sample_id,experiment_id,yml_file,data_file
229,RxnA_201902_1549445840,RxnA_201902,RxnA_201902_5_xrsd_system.yml,RxnA_201902_5_dz_bgsub.dat
230,RxnA_201902_1549440789,RxnA_201902,RxnA_201902_2_xrsd_system.yml,RxnA_201902_2_dz_bgsub.dat
231,RxnA_201902_1549452117,RxnA_201902,RxnA_201902_7_xrsd_system.yml,RxnA_201902_7_dz_bgsub.dat
232,RxnA_201902_1549453726,RxnA_201902,RxnA_201902_8_xrsd_system.yml,RxnA_201902_8_dz_bgsub.dat
233,RxnA_201902_1549435756,RxnA_201902,RxnA_201902_0_xrsd_system.yml,RxnA_201902_0_dz_bgsub.dat
234,RxnA_201902_1549438373,RxnA_201902,RxnA_201902_1_xrsd_system.yml,RxnA_201902_1_dz_bgsub.dat
235,RxnA_201902_1549447445,RxnA_201902,RxnA_201902_6_xrsd_system.yml,RxnA_201902_6_dz_bgsub.dat
236,RxnA_201902_1549457916,RxnA_201902,RxnA_201902_9_xrsd_system.yml,RxnA_201902_9_dz_bgsub.dat
237,R1_20190424_0_1556200015,R1_20190424,R1_20190424_0_xrsd_system.yml,R1_20190424_0_dz_bgsub.dat
238,R1_20190424_7_1556218812,R1_20190424,R1_20190424_7_xrsd_system.yml,R1_20190424_7_dz_bgsub.dat
239,R1_20190424_8_1556224886,R1_20190424,R1_20190424_8_xrsd_system.yml,R1_20190424_8_dz_bgsub.dat
240,R1_20190424_6_1556251607,R1_20190424,R1_20190424_6_xrsd_system.yml,R1_20190424_6_dz_bgsub.dat
241,R1_20190424_9_1556257839,R1_20190424,R1_20190424_9_xrsd_system.yml,R1_20190424_9_dz_bgsub.dat
242,R1_20190424_1_1556201300,R1_20190424,R1_20190424_1_xrsd_system.yml,R1_20190424_1_dz_bgsub.dat
243,R1_20190424_4_1556235422,R1_20190424,R1_20190424_4_xrsd_system.yml,R1_20190424_4_dz_bgsub.dat
244,R1_20190424_3_1556212891,R1_20190424,R1_20190424_3_xrsd_system.yml,R1_20190424_3_dz_bgsub.dat
245,R1_20190424_2_1556202839,R1_20190424,R1_20190424_2_xrsd_system.yml,R1_20190424_2_dz_bgsub.dat
246,R1_20190424_5_1556245572,R1_20190424,R1_20190424_5_xrsd_system.yml,R1_20190424_5_dz_bgsub.dat
247,R0_20190424_1_1556153961,R0_20190424,R0_20190424_1_xrsd_system.yml,R0_20190424_1_dz_bgsub.dat
248,R0_20190424_6_1556174466,R0_20190424,R0_20190424_6_xrsd_system.yml,R0_20190424_6_dz_bgsub.dat
249,R0_20190424_9_1556190799,R0_20190424,R0_20190424_9_xrsd_system.yml,R0_20190424_9_dz_bgsub.dat
250,R0_20190424_7_1556179937,R0_20190424,R0_20190424_7_xrsd_system.yml,R0_20190424_7_dz_bgsub.dat
251,R0_20190424_8_1556184889,R0_20190424,R0_20190424_8_xrsd_system.yml,R0_20190424_8_dz_bgsub.dat
252,R0_20190424_0_1556152439,R0_20190424,R0_20190424_0_xrsd_system.yml,R0_20190424_0_dz_bgsub.dat
253,R0_20190424_5_1556168663,R0_20190424,R0_20190424_5_xrsd_system.yml,R0_20190424_5_dz_bgsub.dat
254,R0_20190424_2_1556155545,R0_20190424,R0_20190424_2_xrsd_system.yml,R0_20190424_2_dz_bgsub.dat
255,R0_20190424_3_1556156857,R0_20190424,R0_20190424_3_xrsd_system.yml,R0_20190424_3_dz_bgsub.dat
256,R0_20190424_4_1556162906,R0_20190424,R0_20190424_4_xrsd_system.yml,R0_20190424_4_dz_bgsub.dat
257,R0_201811_1541372847,R0_201811,gridsearch22_xrsd_system.yml,gridsearch22_dz_bgsub.dat
258,R0_201811_1541309408,R0_201811,gridsearch10_xrsd_system.yml,gridsearch10_dz_bgsub.dat
259,R0_201811_1541293284,R0_201811,gridsearch4_xrsd_system.yml,gridsearch4_dz_bgsub.dat
260,R0_201811_1541282032,R0_201811,gridsearch3_xrsd_system.yml,gridsearch3_dz_bgsub.dat
261,R0_201811_1541361397,R0_201811,gridsearch17_xrsd_system.yml,gridsearch17_dz_bgsub.dat
262,R0_201811_1541451179,R0_201811,gridsearch33_xrsd_system.yml,gridsearch33_dz_bgsub.dat
263,R0_201811_1541363102,R0_201811,gridsearch18_xrsd_system.yml,gridsearch18_dz_bgsub.dat
264,R0_201811_1541382422,R0_201811,gridsearch25_xrsd_system.yml,gridsearch25_dz_bgsub.dat
265,R0_201811_1541280343,R0_201811,gridsearch2_xrsd_system.yml,gridsearch2_dz_bgsub.dat
266,R0_201811_1541359696,R0_201811,gridsearch16_xrsd_system.yml,gridsearch16_dz_bgsub.dat
267,R0_201811_1541447662,R0_201811,gridsearch32_xrsd_system.yml,gridsearch32_dz_bgsub.dat
268,R0_201811_1541364785,R0_201811,gridsearch19_xrsd_system.yml,gridsearch19_dz_bgsub.dat
269,R0_201811_1541379229,R0_201811,gridsearch24_xrsd_system.yml,gridsearch24_dz_bgsub.dat
270,R0_201811_1541376040,R0_201811,gridsearch23_xrsd_system.yml,gridsearch23_dz_bgsub.dat
271,R0_201811_1541312605,R0_201811,gridsearch11_xrsd_system.yml,gridsearch11_dz_bgsub.dat
272,R0_201811_1541294972,R0_201811,gridsearch5_xrsd_system.yml,gridsearch5_dz_bgsub.dat
273,R0_201811_1541393898,R0_201811,gridsearch30_xrsd_system.yml,gridsearch30_dz_bgsub.dat
274,R0_201811_1541320673,R0_201811,gridsearch14_xrsd_system.yml,gridsearch14_dz_bgsub.dat
275,R0_201811_1541276961,R0_201811,gridsearch0_xrsd_system.yml,gridsearch0_dz_bgsub.dat
276,R0_201811_1541444388,R0_201811,gridsearch29_xrsd_system.yml,gridsearch29_dz_bgsub.dat
277,R0_201811_1541385619,R0_201811,gridsearch26_xrsd_system.yml,gridsearch26_dz_bgsub.dat
278,R0_201811_1541303034,R0_201811,gridsearch8_xrsd_system.yml,gridsearch8_dz_bgsub.dat
279,R0_201811_1541369657,R0_201811,gridsearch21_xrsd_system.yml,gridsearch21_dz_bgsub.dat
280,R0_201811_1541299847,R0_201811,gridsearch7_xrsd_system.yml,gridsearch7_dz_bgsub.dat
281,R0_201811_1541318988,R0_201811,gridsearch13_xrsd_system.yml,gridsearch13_dz_bgsub.dat
282,R0_201811_1541306222,R0_201811,gridsearch9_xrsd_system.yml,gridsearch9_dz_bgsub.dat
283,R0_201811_1541366472,R0_201811,gridsearch20_xrsd_system.yml,gridsearch20_dz_bgsub.dat
284,R0_201811_1541296658,R0_201811,gridsearch6_xrsd_system.yml,gridsearch6_dz_bgsub.dat
285,R0_201811_1541315791,R0_201811,gridsearch12_xrsd_system.yml,gridsearch12_dz_bgsub.dat
286,R0_201811_1541397087,R0_201811,gridsearch31_xrsd_system.yml,gridsearch31_dz_bgsub.dat
287,R0_201811_1541357898,R0_201811,gridsearch15_xrsd_system.yml,gridsearch15_dz_bgsub.dat
288,R0_201811_1541278654,R0_201811,gridsearch1_xrsd_system.yml,gridsearch1_dz_bgsub.dat
289,R0_201811_1541390510,R0_201811,gridsearch28_xrsd_system.yml,gridsearch28_dz_bgsub.dat
290,R0_201811_1541388814,R0_201811,gridsearch27_xrsd_system.yml,gridsearch27_dz_bgsub.dat
291,RxnA_201903_1552019286,RxnA_201903,RxnA_201903_4_xrsd_system.yml,RxnA_201903_4_dz_bgsub.dat
292,RxnA_201903_1552051812,RxnA_201903,RxnA_201903_10_xrsd_system.yml,RxnA_201903_10_dz_bgsub.dat
293,RxnA_201903_1552011934,RxnA_201903,RxnA_201903_3_xrsd_system.yml,RxnA_201903_3_dz_bgsub.dat
294,RxnA_201903_1552055246,RxnA_201903,RxnA_201903_11_xrsd_system.yml,RxnA_201903_11_dz_bgsub.dat
295,RxnA_201903_1552009224,RxnA_201903,RxnA_201903_2_xrsd_system.yml,RxnA_201903_2_dz_bgsub.dat
296,RxnA_201903_1552022506,RxnA_201903,RxnA_201903_5_xrsd_system.yml,RxnA_201903_5_dz_bgsub.dat
297,RxnA_201903_1552062755,RxnA_201903,RxnA_201903_13_xrsd_system.yml,RxnA_201903_13_dz_bgsub.dat
298,RxnA_201903_1552000907,RxnA_201903,RxnA_201903_0_xrsd_system.yml,RxnA_201903_0_dz_bgsub.dat
299,RxnA_201903_1552035028,RxnA_201903,RxnA_201903_7_xrsd_system.yml,RxnA_201903_7_dz_bgsub.dat
300,RxnA_201903_1552041938,RxnA_201903,RxnA_201903_8_xrsd_system.yml,RxnA_201903_8_dz_bgsub.dat
301,RxnA_201903_1552030715,RxnA_201903,RxnA_201903_6_xrsd_system.yml,RxnA_201903_6_dz_bgsub.dat
302,RxnA_201903_1552044436,RxnA_201903,RxnA_201903_9_xrsd_system.yml,RxnA_201903_9_dz_bgsub.dat
303,RxnA_201903_1552060346,RxnA_201903,RxnA_201903_12_xrsd_system.yml,RxnA_201903_12_dz_bgsub.dat
304,RxnA_201903_1552003089,RxnA_201903,RxnA_201903_1_xrsd_system.yml,RxnA_201903_1_dz_bgsub.dat
305,RxnC_201903_1552306412,RxnC_201903,RxnC_201903_11_xrsd_system.yml,RxnC_201903_11_dz_bgsub.dat
306,RxnC_201903_1552297328,RxnC_201903,RxnC_201903_9_xrsd_system.yml,RxnC_201903_9_dz_bgsub.dat
307,RxnC_201903_1552285279,RxnC_201903,RxnC_201903_6_xrsd_system.yml,RxnC_201903_6_dz_bgsub.dat
308,RxnC_201903_1552259370,RxnC_201903,RxnC_201903_1_xrsd_system.yml,RxnC_201903_1_dz_bgsub.dat
309,RxnC_201903_1552257734,RxnC_201903,RxnC_201903_0_xrsd_system.yml,RxnC_201903_0_dz_bgsub.dat
310,RxnC_201903_1552304459,RxnC_201903,RxnC_201903_10_xrsd_system.yml,RxnC_201903_10_dz_bgsub.dat
311,RxnC_201903_1552295039,RxnC_201903,RxnC_201903_8_xrsd_system.yml,RxnC_201903_8_dz_bgsub.dat
312,RxnC_201903_1552286907,RxnC_201903,RxnC_201903_7_xrsd_system.yml,RxnC_201903_7_dz_bgsub.dat
313,RxnC_201903_1552266975,RxnC_201903,RxnC_201903_2_xrsd_system.yml,RxnC_201903_2_dz_bgsub.dat
314,RxnC_201903_1552324675,RxnC_201903,RxnC_201903_15_xrsd_system.yml,RxnC_201903_15_dz_bgsub.dat
315,RxnC_201903_1552314320,RxnC_201903,RxnC_201903_12_xrsd_system.yml,RxnC_201903_12_dz_bgsub.dat
316,RxnC_201903_1552278298,RxnC_201903,RxnC_201903_5_xrsd_system.yml,RxnC_201903_5_dz_bgsub.dat
317,RxnC_201903_1552315950,RxnC_201903,RxnC_201903_13_xrsd_system.yml,RxnC_201903_13_dz_bgsub.dat
318,RxnC_201903_1552276212,RxnC_201903,RxnC_201903_4_xrsd_system.yml,RxnC_201903_4_dz_bgsub.dat
319,RxnC_201903_1552268627,RxnC_201903,RxnC_201903_3_xrsd_system.yml,RxnC_201903_3_dz_bgsub.dat
320,RxnC_201903_1552322747,RxnC_201903,RxnC_201903_14_xrsd_system.yml,RxnC_201903_14_dz_bgsub.dat
321,R2_201811_1541580573,R2_201811,randomized_goalB18_xrsd_system.yml,randomized_goalB18_dz_bgsub.dat
322,R2_201811_1541578866,R2_201811,randomized_goalB17_xrsd_system.yml,randomized_goalB17_dz_bgsub.dat
323,R2_201811_1541551406,R2_201811,randomized_goalB1_xrsd_system.yml,randomized_goalB1_dz_bgsub.dat
324,R2_201811_1541560001,R2_201811,randomized_goalB6_xrsd_system.yml,randomized_goalB6_dz_bgsub.dat
325,R2_201811_1541566840,R2_201811,randomized_goalB10_xrsd_system.yml,randomized_goalB10_dz_bgsub.dat
326,R2_201811_1541565127,R2_201811,randomized_goalB9_xrsd_system.yml,randomized_goalB9_dz_bgsub.dat
327,R2_201811_1541561694,R2_201811,randomized_goalB7_xrsd_system.yml,randomized_goalB7_dz_bgsub.dat
328,R2_201811_1541568535,R2_201811,randomized_goalB11_xrsd_system.yml,randomized_goalB11_dz_bgsub.dat
329,R2_201811_1541563439,R2_201811,randomized_goalB8_xrsd_system.yml,randomized_goalB8_dz_bgsub.dat
330,R2_201811_1541582259,R2_201811,randomized_goalB19_xrsd_system.yml,randomized_goalB19_dz_bgsub.dat
331,R2_201811_1541577178,R2_201811,randomized_goalB16_xrsd_system.yml,randomized_goalB16_dz_bgsub.dat
332,R2_201811_1541549714,R2_201811,randomized_goalB0_xrsd_system.yml,randomized_goalB0_dz_bgsub.dat
333,R2_201811_1541571996,R2_201811,randomized_goalB13_xrsd_system.yml,randomized_goalB13_dz_bgsub.dat
334,R2_201811_1541558289,R2_201811,randomized_goalB5_xrsd_system.yml,randomized_goalB5_dz_bgsub.dat
335,R2_201811_1541553160,R2_201811,randomized_goalB2_xrsd_system.yml,randomized_goalB2_dz_bgsub.dat
336,R2_201811_1541573772,R2_201811,randomized_goalB14_xrsd_system.yml,randomized_goalB14_dz_bgsub.dat
337,R2_201811_1541554846,R2_201811,randomized_goalB3_xrsd_system.yml,randomized_goalB3_dz_bgsub.dat
338,R2_201811_1541575468,R2_201811,randomized_goalB15_xrsd_system.yml,randomized_goalB15_dz_bgsub.dat
339,R2_201811_1541570304,R2_201811,randomized_goalB12_xrsd_system.yml,randomized_goalB12_dz_bgsub.dat
340,R2_201811_1541556601,R2_201811,randomized_goalB4_xrsd_system.yml,randomized_goalB4_dz_bgsub.dat
341,RxnC_201902_1549596806,RxnC_201902,RxnC_201902_1_xrsd_system.yml,RxnC_201902_1_dz_bgsub.dat
342,RxnC_201902_1549628504,RxnC_201902,RxnC_201902_6_xrsd_system.yml,RxnC_201902_6_dz_bgsub.dat
343,RxnC_201902_1549595639,RxnC_201902,RxnC_201902_0_xrsd_system.yml,RxnC_201902_0_dz_bgsub.dat
344,RxnC_201902_1549626099,RxnC_201902,RxnC_201902_5_xrsd_system.yml,RxnC_201902_5_dz_bgsub.dat
345,RxnC_201902_1549620357,RxnC_201902,RxnC_201902_2_xrsd_system.yml,RxnC_201902_2_dz_bgsub.dat
346,RxnC_201902_1549622321,RxnC_201902,RxnC_201902_3_xrsd_system.yml,RxnC_201902_3_dz_bgsub.dat
347,RxnC_201902_1549624936,RxnC_201902,RxnC_201902_4_xrsd_system.yml,RxnC_201902_4_dz_bgsub.dat
